IYO_000005	PSPTO_0001
IYO_005290	PSPTO_1074
IYO_005295	PSPTO_1074
IYO_005300	PSPTO_4084
IYO_005315	PSPTO_3330
IYO_005320	PSPTO_3329
IYO_005325	PSPTO_3328
IYO_005330	PSPTO_3447
IYO_005335	PSPTO_1232
IYO_005345	PSPTO_4262
IYO_005350	PSPTO_1101
IYO_005355	PSPTO_1102
IYO_005360	PSPTO_1103
IYO_005365	PSPTO_1104
IYO_005375	PSPTO_1105
IYO_005380	PSPTO_1106
IYO_005385	PSPTO_1107
IYO_005390	PSPTO_1108
IYO_005395	PSPTO_1109
IYO_005400	PSPTO_1110
IYO_005405	PSPTO_1111
IYO_005410	PSPTO_1112
IYO_005415	PSPTO_5636
IYO_005420	PSPTO_4792
IYO_005425	PSPTO_3326
IYO_005430	PSPTO_1114
IYO_005435	PSPTO_1115
IYO_005440	PSPTO_1116
IYO_005445	PSPTO_1117
IYO_005450	PSPTO_1118
IYO_005455	PSPTO_1119
IYO_005460	PSPTO_1120
IYO_005465	PSPTO_1121
IYO_005470	PSPTO_1122
IYO_005475	PSPTO_1123
IYO_005480	PSPTO_3326
IYO_005485	PSPTO_1125
IYO_005490	PSPTO_1126
IYO_005495	PSPTO_1127
IYO_005500	PSPTO_1128
IYO_005510	PSPTO_1130
IYO_005515	PSPTO_1131
IYO_005520	PSPTO_1132
IYO_005525	PSPTO_5634
IYO_005530	PSPTO_1133
IYO_005535	PSPTO_1134
IYO_005540	PSPTO_1135
IYO_005545	PSPTO_1136
IYO_005550	PSPTO_0650
IYO_005555	PSPTO_1138
IYO_005565	PSPTO_4511
IYO_005570	PSPTO_5113
IYO_005575	PSPTO_5114
IYO_005580	PSPTO_1139
IYO_005585	PSPTO_1140
IYO_005590	PSPTO_1141
IYO_005595	PSPTO_1142
IYO_005600	PSPTO_1143
IYO_005605	PSPTO_1144
IYO_005610	PSPTO_1145
IYO_005615	PSPTO_1146
IYO_005620	PSPTO_1147
IYO_005625	PSPTO_1148
IYO_005630	PSPTO_1149
IYO_005635	PSPTO_1150
IYO_005645	PSPTO_1151
IYO_005650	PSPTO_1152
IYO_005655	PSPTO_1153
IYO_005660	PSPTO_1154
IYO_005665	PSPTO_1155
IYO_005670	PSPTO_1156
IYO_005680	PSPTO_1158
IYO_005685	PSPTO_1159
IYO_005690	PSPTO_1160
IYO_005695	PSPTO_0768
IYO_005700	PSPTO_0767
IYO_005705	PSPTO_1164
IYO_005710	PSPTO_1168
IYO_005715	PSPTO_1169
IYO_005720	PSPTO_1171
IYO_005725	PSPTO_1172
IYO_005735	PSPTO_1174
IYO_005745	PSPTO_4696
IYO_005750	PSPTO_4695
IYO_005760	PSPTO_1175
IYO_005765	PSPTO_1176
IYO_005770	PSPTO_1177
IYO_005775	PSPTO_1178
IYO_005780	PSPTO_1179
IYO_005785	PSPTO_1180
IYO_005790	PSPTO_1181
IYO_005795	PSPTO_1182
IYO_005800	PSPTO_1183
IYO_005805	PSPTO_1184
IYO_005810	PSPTO_1185
IYO_005815	PSPTO_1186
IYO_005820	PSPTO_1187
IYO_005830	PSPTO_1191
IYO_005835	PSPTO_1192
IYO_005840	PSPTO_1193
IYO_005845	PSPTO_1194
IYO_005850	PSPTO_1195
IYO_005855	PSPTO_1196
IYO_005860	PSPTO_1197
IYO_005865	PSPTO_1200
IYO_005870	PSPTO_1201
IYO_005875	PSPTO_1202
IYO_005880	PSPTO_1203
IYO_005885	PSPTO_1204
IYO_005890	PSPTO_1205
IYO_005895	PSPTO_1206
IYO_005900	PSPTO_1207
IYO_005905	PSPTO_1208
IYO_005910	PSPTO_1209
IYO_005915	PSPTO_1210
IYO_005920	PSPTO_1211
IYO_005925	PSPTO_1212
IYO_005930	PSPTO_1213
IYO_005935	PSPTO_1214
IYO_005960	PSPTO_1215
IYO_005965	PSPTO_1216
IYO_005970	PSPTO_1217
IYO_005975	PSPTO_1218
IYO_005985	PSPTO_1219
IYO_005990	PSPTO_1220
IYO_006000	PSPTO_3326
IYO_006005	PSPTO_1223
IYO_006010	PSPTO_1224
IYO_006015	PSPTO_1232
IYO_006020	PSPTO_1233
IYO_006025	PSPTO_1234
IYO_006030	PSPTO_1235
IYO_006035	PSPTO_1236
IYO_006040	PSPTO_1237
IYO_006045	PSPTO_1238
IYO_006050	PSPTO_1239
IYO_006055	PSPTO_1240
IYO_006060	PSPTO_1241
IYO_006065	PSPTO_1242
IYO_006070	PSPTO_1243
IYO_006075	PSPTO_1244
IYO_006080	PSPTO_1245
IYO_006085	PSPTO_1246
IYO_006090	PSPTO_1247
IYO_006095	PSPTO_1248
IYO_006100	PSPTO_1249
IYO_006105	PSPTO_1253
IYO_006110	PSPTO_1254
IYO_006115	PSPTO_1255
IYO_006120	PSPTO_1256
IYO_006125	PSPTO_1257
IYO_006130	PSPTO_1258
IYO_006135	PSPTO_1260
IYO_006140	PSPTO_1261
IYO_006145	PSPTO_1492
IYO_006150	PSPTO_1262
IYO_006155	PSPTO_1263
IYO_006160	PSPTO_1264
IYO_006165	PSPTO_1265
IYO_006170	PSPTO_1266
IYO_006175	PSPTO_1267
IYO_006180	PSPTO_1268
IYO_006185	PSPTO_5312
IYO_006190	PSPTO_1269
IYO_006195	PSPTO_1270
IYO_006200	PSPTO_1271
IYO_006205	PSPTO_1272
IYO_006210	PSPTO_1273
IYO_006215	PSPTO_1274
IYO_006220	PSPTO_1275
IYO_006225	PSPTO_1276
IYO_006230	PSPTO_1277
IYO_006260	PSPTO_4893
IYO_006270	PSPTO_3703
IYO_006275	PSPTO_3620
IYO_006280	PSPTO_1278
IYO_006285	PSPTO_1782
IYO_006290	PSPTO_2129
IYO_006295	PSPTO_1280
IYO_006305	PSPTO_4511
IYO_006310	PSPTO_1281
IYO_006315	PSPTO_1282
IYO_006320	PSPTO_1283
IYO_006325	PSPTO_1284
IYO_006330	PSPTO_1285
IYO_006335	PSPTO_1286
IYO_006340	PSPTO_1287
IYO_006345	PSPTO_1288
IYO_006350	PSPTO_1289
IYO_006355	PSPTO_1290
IYO_006360	PSPTO_1291
IYO_006365	PSPTO_1292
IYO_006370	PSPTO_1293
IYO_006375	PSPTO_1294
IYO_006380	PSPTO_1295
IYO_006385	PSPTO_1296
IYO_006390	PSPTO_1298
IYO_006395	PSPTO_1299
IYO_006400	PSPTO_1300
IYO_006405	PSPTO_1301
IYO_006410	PSPTO_1302
IYO_006415	PSPTO_1303
IYO_006420	PSPTO_1304
IYO_006425	PSPTO_1305
IYO_006430	PSPTO_1306
IYO_006435	PSPTO_1307
IYO_006440	PSPTO_1308
IYO_006445	PSPTO_1309
IYO_006450	PSPTO_1311
IYO_006455	PSPTO_1312
IYO_006460	PSPTO_1313
IYO_006465	PSPTO_2228
IYO_006470	PSPTO_1317
IYO_006475	PSPTO_1318
IYO_006480	PSPTO_1319
IYO_006485	PSPTO_1320
IYO_006490	PSPTO_1322
IYO_006495	PSPTO_1323
IYO_006500	PSPTO_1324
IYO_006510	PSPTO_1325
IYO_006515	PSPTO_1326
IYO_006520	PSPTO_1327
IYO_006525	PSPTO_1328
IYO_006530	PSPTO_1329
IYO_006535	PSPTO_1330
IYO_006540	PSPTO_1331
IYO_006545	PSPTO_1332
IYO_006550	PSPTO_1333
IYO_006555	PSPTO_1334
IYO_006560	PSPTO_1335
IYO_006565	PSPTO_1336
IYO_006570	PSPTO_1337
IYO_006575	PSPTO_1338
IYO_006580	PSPTO_1340
IYO_006590	PSPTO_1003
IYO_006595	PSPTO_1341
IYO_006600	PSPTO_1342
IYO_006605	PSPTO_1343
IYO_006615	PSPTO_1345
IYO_006620	PSPTO_1346
IYO_006625	PSPTO_1347
IYO_006635	PSPTO_1351
IYO_006640	PSPTO_2652
IYO_006645	PSPTO_1352
IYO_006650	PSPTO_1353
IYO_006655	PSPTO_1354
IYO_006660	PSPTO_1355
IYO_006665	PSPTO_1356
IYO_006675	PSPTO_1358
IYO_006680	PSPTO_1359
IYO_006685	PSPTO_1360
IYO_006690	PSPTO_1361
IYO_006695	PSPTO_1362
IYO_006700	PSPTO_1363
IYO_006705	PSPTO_1364
IYO_006710	PSPTO_1365
IYO_006715	PSPTO_1366
IYO_006720	PSPTO_1367
IYO_006725	PSPTO_1368
IYO_006730	PSPTO_1369
IYO_006735	PSPTO_1370
IYO_006740	PSPTO_1371
IYO_006745	PSPTO_1372
IYO_006750	PSPTO_1373
IYO_006760	PSPTO_1375
IYO_006765	PSPTO_1376
IYO_006770	PSPTO_1377
IYO_006775	PSPTO_1378
IYO_006780	PSPTO_1379
IYO_006785	PSPTO_1380
IYO_006790	PSPTO_1381
IYO_006795	PSPTO_1382
IYO_006800	PSPTO_1383
IYO_006805	PSPTO_1384
IYO_006810	PSPTO_1385
IYO_006815	PSPTO_1386
IYO_006820	PSPTO_1387
IYO_006825	PSPTO_1388
IYO_006830	PSPTO_1389
IYO_006835	PSPTO_1390
IYO_006840	PSPTO_1391
IYO_006845	PSPTO_1392
IYO_006850	PSPTO_1393
IYO_006855	PSPTO_1394
IYO_006860	PSPTO_1395
IYO_006865	PSPTO_1396
IYO_006870	PSPTO_1397
IYO_006875	PSPTO_1398
IYO_006880	PSPTO_1399
IYO_006885	PSPTO_1400
IYO_006890	PSPTO_1401
IYO_006895	PSPTO_1402
IYO_006900	PSPTO_1403
IYO_006905	PSPTO_1404
IYO_006910	PSPTO_1405
IYO_006930	PSPTO_4511
IYO_006935	PSPTO_1411
IYO_006945	PSPTO_3429
IYO_006950	PSPTO_5345
IYO_006955	PSPTO_5344
IYO_006965	PSPTO_1412
IYO_006970	PSPTO_1413
IYO_006975	PSPTO_1414
IYO_006980	PSPTO_1415
IYO_006985	PSPTO_1416
IYO_006990	PSPTO_1417
IYO_006995	PSPTO_1419
IYO_007000	PSPTO_1420
IYO_007005	PSPTO_1421
IYO_007010	PSPTO_1422
IYO_007015	PSPTO_1423
IYO_007020	PSPTO_1424
IYO_007025	PSPTO_1425
IYO_007030	PSPTO_1426
IYO_007035	PSPTO_1427
IYO_007040	PSPTO_1428
IYO_007045	PSPTO_1429
IYO_007050	PSPTO_1430
IYO_007055	PSPTO_1431
IYO_007060	PSPTO_1432
IYO_007065	PSPTO_1433
IYO_007070	PSPTO_1434
IYO_007075	PSPTO_1435
IYO_007080	PSPTO_1436
IYO_007085	PSPTO_1437
IYO_007090	PSPTO_1438
IYO_007095	PSPTO_1440
IYO_007100	PSPTO_1441
IYO_007105	PSPTO_5635
IYO_007110	PSPTO_1443
IYO_007115	PSPTO_1444
IYO_007120	PSPTO_1445
IYO_007125	PSPTO_1446
IYO_007130	PSPTO_1447
IYO_007135	PSPTO_1448
IYO_007140	PSPTO_1449
IYO_007145	PSPTO_1450
IYO_007150	PSPTO_3495
IYO_007160	PSPTO_1455
IYO_007170	PSPTO_0964
IYO_007175	PSPTO_0402
IYO_007180	PSPTO_3396
IYO_007195	PSPTO_1456
IYO_007200	PSPTO_1457
IYO_007205	PSPTO_1458
IYO_007210	PSPTO_1459
IYO_007215	PSPTO_1460
IYO_007220	PSPTO_1461
IYO_007225	PSPTO_1462
IYO_007230	PSPTO_1464
IYO_007235	PSPTO_1465
IYO_007240	PSPTO_1466
IYO_007245	PSPTO_3326
IYO_007250	PSPTO_0561
IYO_007255	PSPTO_1467
IYO_007260	PSPTO_1468
IYO_007265	PSPTO_1469
IYO_007270	PSPTO_1470
IYO_007275	PSPTO_1471
IYO_007280	PSPTO_1472
IYO_007285	PSPTO_1473
IYO_007290	PSPTO_1474
IYO_007295	PSPTO_1475
IYO_007300	PSPTO_1476
IYO_007305	PSPTO_1478
IYO_007315	PSPTO_1479
IYO_007320	PSPTO_1480
IYO_007325	PSPTO_1481
IYO_007335	PSPTO_1482
IYO_007340	PSPTO_1483
IYO_007345	PSPTO_1484
IYO_007350	PSPTO_1485
IYO_007355	PSPTO_1486
IYO_007360	PSPTO_1487
IYO_007365	PSPTO_1488
IYO_007370	PSPTO_1489
IYO_007375	PSPTO_1490
IYO_007380	PSPTO_1491
IYO_007385	PSPTO_1492
IYO_007390	PSPTO_1493
IYO_007395	PSPTO_1494
IYO_007400	PSPTO_1495
IYO_007405	PSPTO_1496
IYO_007410	PSPTO_1497
IYO_007415	PSPTO_1498
IYO_007420	PSPTO_1499
IYO_007425	PSPTO_1500
IYO_007430	PSPTO_1501
IYO_007435	PSPTO_1502
IYO_007440	PSPTO_1503
IYO_007445	PSPTO_1504
IYO_007450	PSPTO_1505
IYO_007455	PSPTO_1506
IYO_007460	PSPTO_1507
IYO_007465	PSPTO_1508
IYO_007470	PSPTO_1509
IYO_007475	PSPTO_1510
IYO_007480	PSPTO_1511
IYO_007485	PSPTO_1512
IYO_007490	PSPTO_1513
IYO_007495	PSPTO_1514
IYO_007500	PSPTO_1515
IYO_007505	PSPTO_1516
IYO_007510	PSPTO_5193
IYO_007520	PSPTO_5191
IYO_007525	PSPTO_1518
IYO_007530	PSPTO_1519
IYO_007535	PSPTO_1520
IYO_007540	PSPTO_1521
IYO_007545	PSPTO_1522
IYO_007550	PSPTO_1523
IYO_007555	PSPTO_1524
IYO_007560	PSPTO_1525
IYO_007565	PSPTO_1526
IYO_007570	PSPTO_1527
IYO_007575	PSPTO_1528
IYO_007580	PSPTO_1529
IYO_007590	PSPTO_1530
IYO_007595	PSPTO_1531
IYO_007600	PSPTO_1532
IYO_007605	PSPTO_1533
IYO_007610	PSPTO_1534
IYO_007615	PSPTO_1535
IYO_007620	PSPTO_1536
IYO_007625	PSPTO_1537
IYO_007630	PSPTO_1538
IYO_007635	PSPTO_1539
IYO_007640	PSPTO_1540
IYO_007645	PSPTO_1541
IYO_007650	PSPTO_1542
IYO_007655	PSPTO_1543
IYO_007660	PSPTO_1544
IYO_007665	PSPTO_1545
IYO_007670	PSPTO_1546
IYO_007675	PSPTO_1547
IYO_007680	PSPTO_1548
IYO_007685	PSPTO_1549
IYO_007690	PSPTO_1550
IYO_007695	PSPTO_1551
IYO_007700	PSPTO_1552
IYO_007705	PSPTO_1553
IYO_007710	PSPTO_1554
IYO_007715	PSPTO_1555
IYO_007720	PSPTO_1556
IYO_007725	PSPTO_1557
IYO_007730	PSPTO_1558
IYO_007735	PSPTO_1559
IYO_007740	PSPTO_1560
IYO_007745	PSPTO_1561
IYO_007750	PSPTO_1562
IYO_007755	PSPTO_1563
IYO_007760	PSPTO_1564
IYO_007765	PSPTO_1565
IYO_007770	PSPTO_4059
IYO_007775	PSPTO_4058
IYO_007780	PSPTO_4034
IYO_007785	PSPTO_4033
IYO_007790	PSPTO_4032
IYO_007795	PSPTO_4031
IYO_007800	PSPTO_4030
IYO_007805	PSPTO_4029
IYO_007810	PSPTO_4027
IYO_007815	PSPTO_4026
IYO_007820	PSPTO_4025
IYO_007825	PSPTO_4024
IYO_007830	PSPTO_4023
IYO_007835	PSPTO_4022
IYO_007840	PSPTO_4021
IYO_007845	PSPTO_4020
IYO_007850	PSPTO_4019
IYO_007855	PSPTO_4695
IYO_007860	PSPTO_4696
IYO_007865	PSPTO_3130
IYO_007870	PSPTO_3994
IYO_007875	PSPTO_3993
IYO_007880	PSPTO_3992
IYO_007885	PSPTO_3991
IYO_007900	PSPTO_3990
IYO_007905	PSPTO_3989
IYO_007910	PSPTO_3988
IYO_007915	PSPTO_3987
IYO_007920	PSPTO_3986
IYO_007925	PSPTO_3985
IYO_007930	PSPTO_3984
IYO_007935	PSPTO_3983
IYO_007940	PSPTO_3237
IYO_007945	PSPTO_3981
IYO_007950	PSPTO_3980
IYO_007955	PSPTO_3979
IYO_007960	PSPTO_3978
IYO_007965	PSPTO_3977
IYO_007970	PSPTO_3976
IYO_007975	PSPTO_3975
IYO_007980	PSPTO_3974
IYO_007985	PSPTO_3973
IYO_007990	PSPTO_3972
IYO_007995	PSPTO_3971
IYO_008000	PSPTO_3970
IYO_008005	PSPTO_3969
IYO_008010	PSPTO_3968
IYO_008030	PSPTO_2966
IYO_008040	PSPTO_0831
IYO_008045	PSPTO_4511
IYO_008055	PSPTO_1143
IYO_008060	PSPTO_2121
IYO_008070	PSPTO_0591
IYO_008075	PSPTO_0840
IYO_008085	PSPTO_0847
IYO_008090	PSPTO_0848
IYO_008095	PSPTO_0849
IYO_008100	PSPTO_0850
IYO_008110	PSPTO_5621
IYO_008130	PSPTO_4717
IYO_008140	PSPTO_0857
IYO_008145	PSPTO_0858
IYO_008150	PSPTO_0859
IYO_008155	PSPTO_0860
IYO_008160	PSPTO_0861
IYO_008165	PSPTO_0862
IYO_008170	PSPTO_0863
IYO_008175	PSPTO_0866
IYO_008180	PSPTO_0867
IYO_008185	PSPTO_0868
IYO_008190	PSPTO_0869
IYO_008205	PSPTO_4511
IYO_008215	PSPTO_0871
IYO_008220	PSPTO_0873
IYO_008225	PSPTO_0874
IYO_008230	PSPTO_0875
IYO_008235	PSPTO_0879
IYO_008240	PSPTO_0880
IYO_008245	PSPTO_0881
IYO_008282	PSPTO_0321
IYO_008285	PSPTO_0588
IYO_008290	PSPTO_0587
IYO_008295	PSPTO_5218
IYO_008300	PSPTO_3574
IYO_008305	PSPTO_5487
IYO_008310	PSPTO_5487
IYO_008320	PSPTO_3576
IYO_008325	PSPTO_3960
IYO_008330	PSPTO_3959
IYO_008335	PSPTO_3958
IYO_008340	PSPTO_3957
IYO_008345	PSPTO_3956
IYO_008350	PSPTO_3955
IYO_008355	PSPTO_3954
IYO_008360	PSPTO_3953
IYO_008365	PSPTO_3952
IYO_008370	PSPTO_3951
IYO_008375	PSPTO_3950
IYO_008385	PSPTO_1022
IYO_008390	PSPTO_4696
IYO_008395	PSPTO_4695
IYO_008410	PSPTO_0240
IYO_008415	PSPTO_3925
IYO_008420	PSPTO_3924
IYO_008425	PSPTO_3923
IYO_008430	PSPTO_3922
IYO_008435	PSPTO_3921
IYO_008440	PSPTO_3920
IYO_008445	PSPTO_3919
IYO_008450	PSPTO_3918
IYO_008455	PSPTO_3917
IYO_008460	PSPTO_3916
IYO_008465	PSPTO_3915
IYO_008470	PSPTO_3914
IYO_008475	PSPTO_3913
IYO_008480	PSPTO_3912
IYO_008485	PSPTO_3911
IYO_008490	PSPTO_3910
IYO_008495	PSPTO_3909
IYO_008500	PSPTO_3908
IYO_008505	PSPTO_3907
IYO_008510	PSPTO_3906
IYO_008515	PSPTO_3905
IYO_008525	PSPTO_3904
IYO_008530	PSPTO_3903
IYO_008535	PSPTO_3902
IYO_008540	PSPTO_3901
IYO_008545	PSPTO_3900
IYO_008560	PSPTO_0959
IYO_008565	PSPTO_0037
IYO_008575	PSPTO_1661
IYO_008580	PSPTO_1671
IYO_008585	PSPTO_1672
IYO_008595	PSPTO_1673
IYO_008600	PSPTO_1674
IYO_008605	PSPTO_1675
IYO_008610	PSPTO_1676
IYO_008615	PSPTO_1677
IYO_008620	PSPTO_1678
IYO_008625	PSPTO_1679
IYO_008630	PSPTO_1680
IYO_008635	PSPTO_1682
IYO_008640	PSPTO_1683
IYO_008645	PSPTO_1684
IYO_008650	PSPTO_1685
IYO_008655	PSPTO_1686
IYO_008660	PSPTO_1687
IYO_008665	PSPTO_1688
IYO_008670	PSPTO_1689
IYO_008675	PSPTO_1690
IYO_008680	PSPTO_1691
IYO_008685	PSPTO_1692
IYO_008690	PSPTO_1693
IYO_008695	PSPTO_1694
IYO_008700	PSPTO_1695
IYO_008705	PSPTO_1696
IYO_008710	PSPTO_1697
IYO_008715	PSPTO_1698
IYO_008720	PSPTO_1699
IYO_008725	PSPTO_1700
IYO_008730	PSPTO_1701
IYO_008735	PSPTO_1702
IYO_008740	PSPTO_1703
IYO_008745	PSPTO_1704
IYO_008750	PSPTO_1705
IYO_008755	PSPTO_1706
IYO_008760	PSPTO_1707
IYO_008765	PSPTO_1708
IYO_008770	PSPTO_1709
IYO_008775	PSPTO_1710
IYO_008780	PSPTO_1711
IYO_008785	PSPTO_1712
IYO_008790	PSPTO_1713
IYO_008795	PSPTO_1714
IYO_008800	PSPTO_1715
IYO_008805	PSPTO_1716
IYO_008810	PSPTO_1717
IYO_008815	PSPTO_1718
IYO_008825	PSPTO_1719
IYO_008830	PSPTO_3326
IYO_008835	PSPTO_1720
IYO_008840	PSPTO_1721
IYO_008845	PSPTO_1722
IYO_008850	PSPTO_1724
IYO_008855	PSPTO_1726
IYO_008860	PSPTO_1728
IYO_008865	PSPTO_1729
IYO_008870	PSPTO_1730
IYO_008875	PSPTO_1731
IYO_008880	PSPTO_1732
IYO_008885	PSPTO_1733
IYO_008890	PSPTO_1734
IYO_008895	PSPTO_1735
IYO_008900	PSPTO_1736
IYO_008905	PSPTO_1737
IYO_008910	PSPTO_1738
IYO_008915	PSPTO_1739
IYO_008920	PSPTO_1740
IYO_008925	PSPTO_1741
IYO_008930	PSPTO_1742
IYO_008935	PSPTO_1743
IYO_008940	PSPTO_1744
IYO_008945	PSPTO_1745
IYO_008950	PSPTO_1746
IYO_008955	PSPTO_1747
IYO_008960	PSPTO_1748
IYO_008965	PSPTO_1749
IYO_008970	PSPTO_1750
IYO_008975	PSPTO_1751
IYO_008980	PSPTO_1752
IYO_008985	PSPTO_1753
IYO_008990	PSPTO_1754
IYO_008995	PSPTO_1755
IYO_009000	PSPTO_1756
IYO_009005	PSPTO_1757
IYO_009010	PSPTO_1758
IYO_009015	PSPTO_1759
IYO_009025	PSPTO_1760
IYO_009030	PSPTO_4792
IYO_009035	PSPTO_1760
IYO_009040	PSPTO_1761
IYO_009045	PSPTO_1762
IYO_009050	PSPTO_1763
IYO_009055	PSPTO_1764
IYO_009060	PSPTO_5375
IYO_009065	PSPTO_1765
IYO_009085	PSPTO_1767
IYO_009090	PSPTO_1768
IYO_009095	PSPTO_1769
IYO_009100	PSPTO_1770
IYO_009105	PSPTO_1771
IYO_009110	PSPTO_1772
IYO_009115	PSPTO_1773
IYO_009120	PSPTO_1775
IYO_009130	PSPTO_1776
IYO_009135	PSPTO_1777
IYO_009140	PSPTO_1778
IYO_009145	PSPTO_1779
IYO_009150	PSPTO_1780
IYO_009155	PSPTO_1781
IYO_009160	PSPTO_1782
IYO_009165	PSPTO_1783
IYO_009170	PSPTO_1784
IYO_009175	PSPTO_1785
IYO_009200	PSPTO_0503
IYO_009210	PSPTO_1786
IYO_009215	PSPTO_1787
IYO_009220	PSPTO_1790
IYO_009225	PSPTO_1791
IYO_009230	PSPTO_1792
IYO_009235	PSPTO_1793
IYO_009240	PSPTO_1794
IYO_009245	PSPTO_1795
IYO_009250	PSPTO_1796
IYO_009255	PSPTO_1797
IYO_009260	PSPTO_1798
IYO_009265	PSPTO_1799
IYO_009270	PSPTO_1800
IYO_009275	PSPTO_1801
IYO_009280	PSPTO_1802
IYO_009285	PSPTO_1803
IYO_009290	PSPTO_1805
IYO_009295	PSPTO_1806
IYO_009300	PSPTO_1807
IYO_009305	PSPTO_1808
IYO_009310	PSPTO_1809
IYO_009315	PSPTO_1810
IYO_009320	PSPTO_1811
IYO_009325	PSPTO_1812
IYO_009330	PSPTO_1813
IYO_009335	PSPTO_1814
IYO_009340	PSPTO_1815
IYO_009345	PSPTO_1817
IYO_009350	PSPTO_1818
IYO_009355	PSPTO_1819
IYO_009360	PSPTO_1820
IYO_009365	PSPTO_1821
IYO_009370	PSPTO_1822
IYO_009375	PSPTO_1823
IYO_009380	PSPTO_1824
IYO_009385	PSPTO_1825
IYO_009390	PSPTO_1826
IYO_009395	PSPTO_1827
IYO_009400	PSPTO_1828
IYO_009405	PSPTO_1829
IYO_009410	PSPTO_1830
IYO_009415	PSPTO_1831
IYO_009420	PSPTO_1832
IYO_009425	PSPTO_1833
IYO_009430	PSPTO_1834
IYO_009435	PSPTO_1835
IYO_009440	PSPTO_1836
IYO_009445	PSPTO_5637
IYO_009450	PSPTO_1838
IYO_009455	PSPTO_1839
IYO_009460	PSPTO_1841
IYO_009465	PSPTO_1842
IYO_009470	PSPTO_1843
IYO_009475	PSPTO_1844
IYO_009495	PSPTO_1845
IYO_009500	PSPTO_1846
IYO_009505	PSPTO_1847
IYO_009510	PSPTO_1848
IYO_009515	PSPTO_1849
IYO_009535	PSPTO_2841
IYO_009540	PSPTO_2842
IYO_009545	PSPTO_1154
IYO_009550	PSPTO_1869
IYO_009555	PSPTO_1870
IYO_009560	PSPTO_1871
IYO_009565	PSPTO_1873
IYO_009570	PSPTO_1874
IYO_009575	PSPTO_1875
IYO_009580	PSPTO_1879
IYO_009585	PSPTO_1880
IYO_009590	PSPTO_1881
IYO_009595	PSPTO_1882
IYO_009600	PSPTO_1883
IYO_009605	PSPTO_1884
IYO_009610	PSPTO_1885
IYO_009615	PSPTO_1886
IYO_009620	PSPTO_1887
IYO_009625	PSPTO_1888
IYO_009630	PSPTO_1889
IYO_009635	PSPTO_1890
IYO_009640	PSPTO_1891
IYO_009645	PSPTO_1892
IYO_009650	PSPTO_1893
IYO_009655	PSPTO_1894
IYO_009660	PSPTO_1895
IYO_009665	PSPTO_1896
IYO_009670	PSPTO_1897
IYO_009675	PSPTO_1898
IYO_009680	PSPTO_1899
IYO_009685	PSPTO_1901
IYO_009690	PSPTO_1902
IYO_009695	PSPTO_2535
IYO_009700	PSPTO_2534
IYO_009705	PSPTO_1904
IYO_009710	PSPTO_1906
IYO_009715	PSPTO_1907
IYO_009720	PSPTO_1908
IYO_009725	PSPTO_1909
IYO_009730	PSPTO_1910
IYO_009735	PSPTO_1911
IYO_009740	PSPTO_1912
IYO_009745	PSPTO_1913
IYO_009750	PSPTO_1914
IYO_009755	PSPTO_1915
IYO_009760	PSPTO_1916
IYO_009765	PSPTO_1917
IYO_009770	PSPTO_1918
IYO_009775	PSPTO_1919
IYO_009780	PSPTO_1920
IYO_009785	PSPTO_1921
IYO_009790	PSPTO_1922
IYO_009795	PSPTO_1923
IYO_009800	PSPTO_1924
IYO_009805	PSPTO_1925
IYO_009810	PSPTO_1926
IYO_009815	PSPTO_1927
IYO_009820	PSPTO_1928
IYO_009825	PSPTO_2172
IYO_009830	PSPTO_1930
IYO_009835	PSPTO_1931
IYO_009840	PSPTO_2538
IYO_009855	PSPTO_3479
IYO_009860	PSPTO_0479
IYO_009870	PSPTO_1933
IYO_009875	PSPTO_1934
IYO_009880	PSPTO_1935
IYO_009885	PSPTO_1936
IYO_009890	PSPTO_1937
IYO_009900	PSPTO_1939
IYO_009905	PSPTO_1940
IYO_009910	PSPTO_1941
IYO_009915	PSPTO_1942
IYO_009920	PSPTO_1943
IYO_009925	PSPTO_1944
IYO_009930	PSPTO_1945
IYO_009935	PSPTO_1946
IYO_009940	PSPTO_1947
IYO_009945	PSPTO_1948
IYO_009950	PSPTO_1949
IYO_009955	PSPTO_1950
IYO_009960	PSPTO_1951
IYO_009965	PSPTO_1952
IYO_009970	PSPTO_1953
IYO_009975	PSPTO_1954
IYO_009980	PSPTO_1955
IYO_009985	PSPTO_1956
IYO_009990	PSPTO_1957
IYO_009995	PSPTO_1958
IYO_010000	PSPTO_1959
IYO_010005	PSPTO_1960
IYO_010010	PSPTO_1961
IYO_010015	PSPTO_1962
IYO_010020	PSPTO_1963
IYO_010025	PSPTO_1964
IYO_010030	PSPTO_1965
IYO_010035	PSPTO_1966
IYO_010040	PSPTO_3326
IYO_010045	PSPTO_2271
IYO_010050	PSPTO_1968
IYO_010055	PSPTO_1969
IYO_010060	PSPTO_1970
IYO_010065	PSPTO_1971
IYO_010070	PSPTO_1972
IYO_010075	PSPTO_1973
IYO_010080	PSPTO_1974
IYO_010085	PSPTO_1975
IYO_010090	PSPTO_1976
IYO_010095	PSPTO_1977
IYO_010100	PSPTO_1978
IYO_010105	PSPTO_1979
IYO_010110	PSPTO_1980
IYO_010115	PSPTO_1981
IYO_010120	PSPTO_1982
IYO_010125	PSPTO_1983
IYO_010130	PSPTO_1984
IYO_010135	PSPTO_1985
IYO_010140	PSPTO_1986
